"","ID","donr.prob","damt","donr.bin","score_all","score_allscore","score_predprob","score_highprob","score_highval"
"1514",6166,0.997675278238135,13.7791647120104,1,11.747131987944,11.747131987944,12.747131987944,12.747131987944,0
"1974",7862,0.997476706040182,15.8715402443352,1,13.8314916827037,13.8314916827037,14.8314916827037,14.8314916827037,0
"1155",4689,0.997179859071708,13.2866915369311,1,11.2492211943262,11.2492211943262,12.2492211943262,12.2492211943262,0
"1403",5712,0.996964067959773,12.3918905947518,1,10.3542696570562,10.3542696570562,11.3542696570562,11.3542696570562,0
"656",2748,0.996778818113632,16.6500790497347,1,14.5964461166931,14.5964461166931,15.5964461166931,15.5964461166931,0
"1642",6687,0.996708809983564,13.286846892929,1,11.2431173550851,11.2431173550851,12.2431173550851,12.2431173550851,0
"62",224,0.996039872619965,12.6237187317598,1,10.5737271975723,10.5737271975723,11.5737271975723,11.5737271975723,0
"493",2031,0.99557111138104,18.916608283303,1,16.8328287321678,16.8328287321678,17.8328287321678,17.8328287321678,17.8328287321678
"1054",4327,0.995487240128053,13.8514007403891,1,11.7888926949576,11.7888926949576,12.7888926949576,12.7888926949576,0
"1662",6742,0.995307050556241,15.2064920081963,1,13.1351287099849,13.1351287099849,14.1351287099849,14.1351287099849,0
"496",2043,0.995245446481652,14.422721831316,1,12.3541482284887,12.3541482284887,13.3541482284887,13.3541482284887,0
"733",3084,0.995201032287781,18.2473117806038,1,16.1597435205339,16.1597435205339,17.1597435205339,17.1597435205339,17.1597435205339
"1828",7339,0.99497423118516,16.6820474059281,1,14.5982072923077,14.5982072923077,15.5982072923077,15.5982072923077,0
"542",2245,0.994813809582668,17.0132383980733,1,14.9250045041254,14.9250045041254,15.9250045041254,15.9250045041254,0
"1096",4481,0.9947558575511,15.0681841195057,1,12.9891644155368,12.9891644155368,13.9891644155368,13.9891644155368,0
"1790",7234,0.994741719306933,12.1144190984798,1,10.0507180824265,10.0507180824265,11.0507180824265,11.0507180824265,0
"1891",7556,0.994221776170385,12.3536839626784,1,10.2823016116217,10.2823016116217,11.2823016116217,11.2823016116217,0
"20",72,0.994218799029305,13.0762335515165,1,11.0006372174155,11.0006372174155,12.0006372174155,12.0006372174155,0
"418",1700,0.99416136537531,14.6325168322898,1,12.5470829128665,12.5470829128665,13.5470829128665,13.5470829128665,0
"1903",7583,0.993401286417397,13.8571038129945,1,11.7656647538482,11.7656647538482,12.7656647538482,12.7656647538482,0
"128",471,0.993358595130474,16.1223865761227,1,14.0153112794077,14.0153112794077,15.0153112794077,15.0153112794077,0
"926",3862,0.993049999003884,13.029508011011,1,10.9389529173556,10.9389529173556,11.9389529173556,11.9389529173556,0
"710",2999,0.992911657744403,15.1522847437464,1,13.0448801635285,13.0448801635285,14.0448801635285,14.0448801635285,0
"901",3768,0.99289778253537,15.2434472818949,1,13.1351850043883,13.1351850043883,14.1351850043883,14.1351850043883,0
"1508",6148,0.992817858219953,13.3823741077759,1,11.2862599995802,11.2862599995802,12.2862599995802,12.2862599995802,0
"1870",7474,0.992798832161315,15.0796168528379,1,12.9710260009376,12.9710260009376,13.9710260009376,13.9710260009376,0
"1596",6531,0.992325257202415,15.2753702343593,1,13.1581356966727,13.1581356966727,14.1581356966727,14.1581356966727,0
"1430",5825,0.991623984096349,15.2629153379781,1,13.1350729163712,13.1350729163712,14.1350729163712,14.1350729163712,0
"1591",6514,0.991616911502014,16.5463084786845,1,14.4075993103927,14.4075993103927,15.4075993103927,15.4075993103927,0
"1048",4297,0.99080545593681,13.936653355953,1,11.8085121825783,11.8085121825783,12.8085121825783,12.8085121825783,0
"849",3543,0.990731136427167,12.0250392354781,1,9.91358078734652,9.91358078734652,10.9135807873465,10.9135807873465,0
"1809",7275,0.990615815509083,13.6329965399451,1,11.5050619852502,11.5050619852502,12.5050619852502,12.5050619852502,0
"634",2642,0.989928529261491,14.0841031127011,1,11.9422554803234,11.9422554803234,12.9422554803234,0,0
"239",908,0.988933006491696,15.5333698524954,1,13.3614621491758,13.3614621491758,14.3614621491758,0,0
"315",1247,0.988479752105868,16.1521853235978,1,13.966108144638,13.966108144638,14.966108144638,0,0
"913",3815,0.988467926525018,14.9482969315502,1,12.7759120730098,12.7759120730098,13.7759120730098,0,0
"1058",4336,0.988392903509051,13.0902431311939,1,10.9383034160801,10.9383034160801,11.9383034160801,0,0
"6",22,0.988131320630292,16.1835292761658,1,13.9914521561167,13.9914521561167,14.9914521561167,0,0
"134",499,0.986885736988815,13.9048750657854,1,11.722522877035,11.722522877035,12.722522877035,0,0
"839",3520,0.986341603751185,15.408751716533,1,13.1982928798889,13.1982928798889,14.1982928798889,0,0
"1455",5936,0.986323429967034,13.0220081144119,1,10.8439117084653,10.8439117084653,11.8439117084653,0,0
"1704",6907,0.986218361648757,16.0050339600383,1,13.7844583702016,13.7844583702016,14.7844583702016,0,0
"207",790,0.986152124313061,15.4020265551737,1,13.1887412061107,13.1887412061107,14.1887412061107,0,0
"889",3717,0.985916873102483,16.0411798225112,1,13.8152698514849,13.8152698514849,14.8152698514849,0,0
"628",2618,0.985900566812804,15.2336071304922,1,13.0188219045559,13.0188219045559,14.0188219045559,0,0
"1812",7283,0.985894217085756,12.4291325355946,1,10.2538098902352,10.2538098902352,11.2538098902352,0,0
"1517",6173,0.985451191715475,17.0907042160778,1,14.8420548369905,14.8420548369905,15.8420548369905,0,0
"1533",6251,0.98459873421595,15.2909636359842,1,13.0554634409322,13.0554634409322,14.0554634409322,0,0
"1698",6880,0.984592923088928,11.5351811769814,1,9.35745775340445,9.35745775340445,10.3574577534044,0,0
"699",2937,0.984250904729147,14.5564594748769,1,12.3272084078008,12.3272084078008,13.3272084078008,0,0
"1941",7750,0.983885746197887,14.54780444218,1,12.3133774291352,12.3133774291352,13.3133774291352,0,0
"161",589,0.983057532032081,15.2133015518223,1,12.9555506775942,12.9555506775942,13.9555506775942,0,0
"1822",7322,0.982724288542373,16.3776625016869,1,14.0947267299574,14.0947267299574,15.0947267299574,0,0
"485",1999,0.982591733357762,16.0811277873559,1,13.8011832269257,13.8011832269257,14.8011832269257,0,0
"1399",5689,0.982412746343998,14.5325960582424,1,12.2770076050859,12.2770076050859,13.2770076050859,0,0
"165",601,0.98233705510244,13.4474555408675,1,11.2099338746368,11.2099338746368,12.2099338746368,0,0
"1183",4833,0.981852890738857,16.189098524606,1,13.8953131848406,13.8953131848406,14.8953131848406,0,0
"1294",5260,0.980927762891455,12.9718725799552,1,10.7244699503685,10.7244699503685,11.7244699503685,0,0
"1680",6819,0.979978510419734,12.6563589992623,1,10.4029598394344,10.4029598394344,11.4029598394344,0,0
"1613",6591,0.979740666584839,16.47349710178,1,14.1397550314813,14.1397550314813,15.1397550314813,0,0
"2006",8006,0.979731177054683,11.3850776413913,1,9.15431551845927,9.15431551845927,10.1543155184593,0,0
"1446",5916,0.979266909490716,12.6336491439337,1,10.37171455277,10.37171455277,11.37171455277,0,0
"58",211,0.979241791780238,13.0797658404549,1,10.808253337673,10.808253337673,11.808253337673,0,0
"1934",7712,0.977466050029865,15.4410441214153,1,13.0930964056967,13.0930964056967,14.0930964056967,0,0
"552",2268,0.977256176100408,14.1918261219312,1,11.8690497278004,11.8690497278004,12.8690497278004,0,0
"1329",5404,0.977230011241981,14.8636261566741,1,12.5251815561832,12.5251815561832,13.5251815561832,0,0
"347",1361,0.976424626647348,12.9908657669456,1,10.6846012563156,10.6846012563156,11.6846012563156,0,0
"903",3772,0.974657047473528,14.3670046206992,1,12.0029023046492,12.0029023046492,13.0029023046492,0,0
"1529",6229,0.973400983438794,13.1411593538757,1,10.7916174385885,10.7916174385885,11.7916174385885,0,0
"1207",4936,0.972642847717366,14.4904535233784,1,12.0940359796949,12.0940359796949,13.0940359796949,0,0
"1303",5283,0.971980157416359,15.1768979732575,1,12.7516436811389,12.7516436811389,13.7516436811389,0,0
"1522",6195,0.971098768559953,13.3851090454173,1,10.9982629110455,10.9982629110455,11.9982629110455,0,0
"1990",7927,0.971096432633378,16.1780130284197,1,13.7104107389947,13.7104107389947,14.7104107389947,0,0
"932",3891,0.970466764083795,16.8718093897249,1,14.3735302626849,14.3735302626849,15.3735302626849,0,0
"1300",5279,0.970424485372972,17.0394719209283,1,14.5355207698941,14.5355207698941,15.5355207698941,0,0
"1932",7710,0.969229619223672,15.4714134047551,1,12.9953521231428,12.9953521231428,13.9953521231428,0,0
"1565",6394,0.968949719250747,18.5336116062337,1,15.9581377625625,15.9581377625625,16.9581377625625,0,16.9581377625625
"729",3075,0.967995893593839,15.692289647401,1,13.1900719397693,13.1900719397693,14.1900719397693,0,0
"1820",7314,0.967439697056042,15.7568198846307,1,13.2437730557538,13.2437730557538,14.2437730557538,0,0
"74",275,0.96736332020983,17.2076820587768,1,14.6460804494935,14.6460804494935,15.6460804494935,0,0
"1322",5369,0.966235026075751,13.0622743848269,1,10.6212270308319,10.6212270308319,11.6212270308319,0,0
"1301",5280,0.965708638030199,15.4598863054035,1,12.9297457480929,12.9297457480929,13.9297457480929,0,0
"1107",4516,0.964629027178224,13.3400264712324,1,10.8681767574767,10.8681767574767,11.8681767574767,0,0
"1929",7707,0.964472421798531,18.0587829579157,1,15.417198134155,15.417198134155,16.417198134155,0,16.417198134155
"882",3678,0.964431300906333,15.5232674285444,1,12.971125000428,12.971125000428,13.971125000428,0,0
"1262",5154,0.964229124805831,15.9028665865852,1,13.334007130687,13.334007130687,14.334007130687,0,0
"1109",4523,0.962787003148372,14.0059872305869,1,11.4847824718711,11.4847824718711,12.4847824718711,0,0
"1864",7448,0.962534256319624,13.3709064323228,1,10.8699554791551,10.8699554791551,11.8699554791551,0,0
"1025",4218,0.960472085189004,15.2902090059271,1,12.6858189268984,12.6858189268984,13.6858189268984,0,0
"853",3574,0.960424085159609,13.3070366363439,1,10.780398487646,10.780398487646,11.780398487646,0,0
"1500",6116,0.959897577136044,15.1656110678786,1,12.5574333198443,12.5574333198443,13.5574333198443,0,0
"219",838,0.959700947426074,16.1097861115037,1,13.4605769940415,13.4605769940415,14.4605769940415,0,0
"816",3450,0.959433131756947,13.1335780536227,1,10.6007899231616,10.6007899231616,11.6007899231616,0,0
"114",408,0.959194290887341,13.1533145442274,1,10.6165842170683,10.6165842170683,11.6165842170683,0,0
"1600",6544,0.955312507955117,14.2174247799047,1,11.582083723154,11.582083723154,12.582083723154,0,0
"638",2658,0.955023454844263,14.9884085610846,1,12.3142817266243,12.3142817266243,13.3142817266243,0,0
"1198",4901,0.954559867445802,13.276775822979,1,10.6734773696904,10.6734773696904,11.6734773696904,0,0
"1567",6405,0.95437758166753,12.9105693000868,1,10.3215579065679,10.3215579065679,11.3215579065679,0,0
"212",806,0.950984965768762,13.0103389637292,1,10.372636754062,10.372636754062,11.372636754062,0,0
"704",2958,0.949274552000215,14.1685132291001,1,11.4498090480631,11.4498090480631,12.4498090480631,0,0
"1392",5663,0.949211151566308,15.6716463004363,1,12.875701431777,12.875701431777,13.875701431777,0,0
"1418",5768,0.947036587705351,14.9177337359691,1,12.1276396536092,12.1276396536092,13.1276396536092,0,0
"481",1975,0.946073679655587,15.3741556194963,1,12.5450839785345,12.5450839785345,13.5450839785345,0,0
"1200",4909,0.945112713438375,13.5505525729033,1,10.806799510766,10.806799510766,11.806799510766,0,0
"1228",5019,0.941181625235063,14.18963313907,1,11.3550219793192,11.3550219793192,12.3550219793192,0,0
"800",3352,0.940330709027978,15.2112324355175,1,12.3035889812795,12.3035889812795,13.3035889812795,0,0
"709",2989,0.939846285543423,14.0804210792862,1,11.2334314502545,11.2334314502545,12.2334314502545,0,0
"1083",4419,0.939420703908363,15.0165661685865,1,12.10687316038,12.10687316038,13.10687316038,0,0
"394",1548,0.938912585272109,15.6414818164943,1,12.6859841298113,12.6859841298113,13.6859841298113,0,0
"617",2558,0.9385963716216,12.6526723679581,1,9.87575237588236,9.87575237588236,10.8757523758824,0,0
"1712",6933,0.937449292465057,11.6803893426506,1,8.9497727249842,8.9497727249842,9.9497727249842,0,0
"397",1568,0.93584941016787,13.1073082898909,1,10.2664667319828,10.2664667319828,11.2664667319828,0,0
"163",596,0.93332986534341,17.08983401041,1,13.9504524756772,13.9504524756772,14.9504524756772,0,0
"639",2669,0.932987358593619,16.1753143759987,1,13.0913638340844,13.0913638340844,14.0913638340844,0,0
"299",1152,0.932950599238035,14.1667233526407,1,11.2168530410857,11.2168530410857,12.2168530410857,0,0
"1880",7521,0.932497233398398,14.8484234903597,1,11.8461138250882,11.8461138250882,12.8461138250882,0,0
"1188",4870,0.932410633663464,14.6350129002272,1,11.6458416519738,11.6458416519738,12.6458416519738,0,0
"719",3035,0.931926777649884,14.1623356838174,1,11.1982598578159,11.1982598578159,12.1982598578159,0,0
"26",85,0.931889258927294,13.8328369932312,1,10.8906722144843,10.8906722144843,11.8906722144843,0,0
"1571",6442,0.931808932469242,14.2472002590691,1,11.2756684640787,11.2756684640787,12.2756684640787,0,0
"1692",6863,0.93155492104249,15.0192088168245,1,11.9912178834776,11.9912178834776,12.9912178834776,0,0
"71",269,0.930960948546428,17.8923439959679,1,14.6570735382053,14.6570735382053,15.6570735382053,0,15.6570735382053
"1126",4576,0.930678075783637,13.4180592433584,1,10.4878935573597,10.4878935573597,11.4878935573597,0,0
"183",690,0.929483523360345,14.1494566923722,1,11.1516868600607,11.1516868600607,12.1516868600607,0,0
"1917",7648,0.929250916092114,13.3545252315092,1,10.4097048053552,10.4097048053552,11.4097048053552,0,0
"706",2964,0.928949393213938,14.1041667703476,1,11.1020571631025,11.1020571631025,12.1020571631025,0,0
"948",3954,0.928656207311029,14.7003871544136,1,11.6516057808215,11.6516057808215,12.6516057808215,0,0
"695",2921,0.927978993874344,16.1212857158071,1,12.9602144985155,12.9602144985155,13.9602144985155,0,0
"61",217,0.92749727430297,13.1789451693244,1,10.2234357227367,10.2234357227367,11.2234357227367,0,0
"1877",7505,0.921374971260311,14.3815927199913,1,11.2508395790595,11.2508395790595,12.2508395790595,0,0
"1557",6355,0.920935941486076,12.5082513264596,1,9.51929821167751,9.51929821167751,10.5192982116775,0,0
"1897",7567,0.920554833597011,16.5105564409567,1,13.1988725370989,13.1988725370989,14.1988725370989,0,0
"320",1259,0.920117866925804,15.4325855957203,1,12.199797739484,12.199797739484,13.199797739484,0,0
"198",748,0.920080778359737,14.0059937451389,1,10.886645626729,10.886645626729,11.886645626729,0,0
"1881",7525,0.919177457488263,14.092695783363,1,10.9536882793071,10.9536882793071,11.9536882793071,0,0
"1532",6238,0.918998645016322,14.5160420693597,1,11.3402229927415,11.3402229927415,12.3402229927415,0,0
"605",2504,0.918527313498756,13.8189798277002,1,10.6931104164309,10.6931104164309,11.6931104164309,0,0
"19",64,0.913741660838857,14.219342823885,1,10.9928059279338,10.9928059279338,11.9928059279338,0,0
"399",1581,0.913173575901713,13.1842418316319,1,10.0395012589443,10.0395012589443,11.0395012589443,0,0
"181",682,0.907057850405844,13.8226178230471,1,10.5379140095546,10.5379140095546,11.5379140095546,0,0
"461",1895,0.906490429076923,13.5463399725887,1,10.2796275341738,10.2796275341738,11.2796275341738,0,0
"1227",5018,0.906132181393727,14.7603683603996,1,11.3748447805839,11.3748447805839,12.3748447805839,0,0
"1724",6979,0.904621661981881,13.9783746286404,1,10.6451404883661,10.6451404883661,11.6451404883661,0,0
"459",1886,0.904373600721437,13.0429039622703,1,9.79565802022231,9.79565802022231,10.7956580202223,0,0
"1401",5700,0.903837490538456,16.4315857198272,1,12.8514832025761,12.8514832025761,13.8514832025761,0,0
"1702",6898,0.903154683094014,16.8854900506362,1,13.2502094155695,13.2502094155695,14.2502094155695,0,0
"1010",4171,0.902397935854087,14.0229246056657,1,10.6542582187902,10.6542582187902,11.6542582187902,0,0
"820",3466,0.898758427092591,13.244045913294,1,9.90319787337418,9.90319787337418,10.9031978733742,0,0
"580",2385,0.897898222923432,15.5728423725271,1,11.9828274921588,11.9828274921588,12.9828274921588,0,0
"997",4106,0.89789325370859,11.7870412438338,1,8.58350481402326,8.58350481402326,9.58350481402326,0,0
"1180",4823,0.897834062975484,16.0846338221891,1,12.4413321360489,12.4413321360489,13.4413321360489,0,0
"1423",5787,0.894197021360365,15.0543296566865,1,11.461536737586,11.461536737586,12.461536737586,0,0
"1999",7975,0.893380320831624,14.9415884638086,1,11.3485210955315,11.3485210955315,12.3485210955315,0,0
"673",2823,0.893043451534189,14.7526515336397,1,11.1747588448827,11.1747588448827,12.1747588448827,0,0
"1336",5431,0.892328286700738,13.277533127576,1,9.84791838734217,9.84791838734217,10.8479183873422,0,0
"910",3807,0.891420267307751,16.1575433778071,1,12.4031616368814,12.4031616368814,13.4031616368814,0,0
"846",3535,0.888457490650151,14.3402548294418,1,10.7407068210495,10.7407068210495,11.7407068210495,0,0
"1436",5869,0.885871210738151,11.6516643646278,1,8.32187401780739,8.32187401780739,9.32187401780739,0,0
"568",2336,0.884416723770124,11.4638359054459,1,8.13880819333276,8.13880819333276,9.13880819333276,0,0
"648",2712,0.883248435884323,12.8497938030392,1,9.34956027797046,9.34956027797046,10.3495602779705,0,0
"1331",5413,0.879364573263136,12.3404494591461,1,8.85175407251734,8.85175407251734,9.85175407251734,0,0
"1224",5013,0.878971131234554,12.3449141696235,1,8.8508231726674,8.8508231726674,9.8508231726674,0,0
"278",1050,0.878580513101876,15.4883110663001,1,11.6077282837114,11.6077282837114,12.6077282837114,0,0
"424",1727,0.878089100225682,14.8139235276348,1,11.0079447811929,11.0079447811929,12.0079447811929,0,0
"1456",5937,0.875330558821027,14.0244316734126,1,10.2760136138356,10.2760136138356,11.2760136138356,0,0
"194",734,0.874605295955059,13.5137308976768,1,9.81918061121962,9.81918061121962,10.8191806112196,0,0
"1780",7204,0.87396581792319,14.5724291084471,1,10.7358049248917,10.7358049248917,11.7358049248917,0,0
"1354",5503,0.871877098908902,12.0356366243713,1,8.49359594357856,8.49359594357856,9.49359594357856,0,0
"1733",7037,0.871870301222323,16.2907286095908,1,12.203402459975,12.203402459975,13.203402459975,0,0
"353",1385,0.87166784607807,16.1215191057055,1,12.0526098343768,12.0526098343768,13.0526098343768,0,0
"425",1736,0.871382357287756,16.2972263860917,1,12.2011155455648,12.2011155455648,13.2011155455648,0,0
"1872",7479,0.871266474427126,14.1034415543243,1,10.2878558003251,10.2878558003251,11.2878558003251,0,0
"809",3416,0.869165505845344,15.0476280354631,1,11.0788792332159,11.0788792332159,12.0788792332159,0,0
"102",377,0.868903034612143,19.5471088151595,1,14.9845421673859,14.9845421673859,15.9845421673859,0,15.9845421673859
"1435",5861,0.868807553951088,15.115630840007,1,11.1325742565341,11.1325742565341,12.1325742565341,0,0
"1309",5312,0.8673451064382,13.5285978096493,1,9.73396310716985,9.73396310716985,10.7339631071698,0,0
"1834",7357,0.86474652310375,14.4312443097453,1,10.479368340913,10.479368340913,11.479368340913,0,0
"1504",6132,0.862541477841307,15.7283440266888,1,11.5663491007766,11.5663491007766,12.5663491007766,0,0
"1242",5079,0.861685220996755,14.864575195312,1,10.8085847621953,10.8085847621953,11.8085847621953,0,0
"735",3092,0.861582564000799,13.0516985335796,1,9.245115887127,9.245115887127,10.245115887127,0,0
"392",1543,0.859975960813786,14.454874887028,1,10.430844919415,10.430844919415,11.430844919415,0,0
"515",2131,0.859242109451084,13.0282074507278,1,9.19438445232964,9.19438445232964,10.1943844523296,0,0
"127",467,0.858844461596456,13.8759845623492,1,9.91731249057149,9.91731249057149,10.9173124905715,0,0
"547",2256,0.858101307981947,15.7461260870975,1,11.511771390987,11.511771390987,12.511771390987,0,0
"1484",6048,0.856683771739209,13.1545630523541,1,9.26930069127195,9.26930069127195,10.269300691272,0,0
"266",1010,0.855357569440721,12.9546114040779,1,9.08082492364113,9.08082492364113,10.0808249236411,0,0
"951",3963,0.853548397767468,16.970525470135,1,12.4851648243057,12.4851648243057,13.4851648243057,0,0
"904",3777,0.852247082742405,15.7947386760802,1,11.461019959368,11.461019959368,12.461019959368,0,0
"1657",6721,0.850677658821217,13.9262667294565,1,9.84676397753384,9.84676397753384,10.8467639775338,0,0
"1284",5225,0.849787607984299,12.7152654713826,1,8.80527502981157,8.80527502981157,9.80527502981157,0,0
"271",1028,0.848170582396389,13.7609559471123,1,9.67163801999325,9.67163801999325,10.6716380199933,0,0
"422",1714,0.847542319882774,15.323994825804,1,10.9877341245336,10.9877341245336,11.9877341245336,0,0
"454",1875,0.846922714973715,14.3147320569556,1,10.1234717377981,10.1234717377981,11.1234717377981,0,0
"1588",6500,0.840996893154154,11.9629853619286,1,8.06083352223059,8.06083352223059,9.06083352223059,0,0
"30",103,0.840695891476147,11.2833589902049,1,7.48587354511573,7.48587354511573,8.48587354511573,0,0
"1288",5239,0.840140590872073,13.8171780000216,1,9.60837208912272,9.60837208912272,10.6083720891227,0,0
"1330",5410,0.839591158540969,15.5631495682305,1,11.066682776537,11.066682776537,12.066682776537,0,0
"1494",6089,0.838071658545901,15.2438670897561,1,10.7754529745652,10.7754529745652,11.7754529745652,0,0
"560",2313,0.833062618168767,15.9300425226141,1,11.2707229314287,11.2707229314287,12.2707229314287,0,0
"309",1221,0.832871146045674,12.5663162166155,1,8.4661221889049,8.4661221889049,9.4661221889049,0,0
"536",2219,0.831625148505101,15.1026937338758,1,10.5597799192615,10.5597799192615,11.5597799192615,0,0
"855",3578,0.827445696751291,12.7874531540972,1,8.58092308476649,8.58092308476649,9.58092308476649,0,0
"1803",7259,0.824375914017428,15.7478770645436,1,10.9821705489172,10.9821705489172,11.9821705489172,0,0
"1545",6289,0.824146435122579,12.2808788602437,1,8.12124253284209,8.12124253284209,9.12124253284209,0,0
"610",2520,0.823956829431701,17.3614410831499,1,12.3050779492375,12.3050779492375,13.3050779492375,0,0
"1730",7027,0.82106582688894,14.0997699936726,1,9.57683930879867,9.57683930879867,10.5768393087987,0,0
"1651",6707,0.821055145172721,15.3076141759793,1,10.5683953795067,10.5683953795067,11.5683953795067,0,0
"600",2480,0.819879977496506,12.5543282585348,1,8.29304237009125,8.29304237009125,9.29304237009125,0,0
"1342",5465,0.819566138005334,14.2524143856323,1,9.68079621528436,9.68079621528436,10.6807962152844,0,0
"1829",7340,0.819100711891714,15.888514868724,1,11.0142938398739,11.0142938398739,12.0142938398739,0,0
"933",3893,0.810482395867914,12.5660200097025,1,8.18453800398784,8.18453800398784,9.18453800398784,0,0
"1341",5458,0.809161461009175,11.2681765202755,1,7.11777417605542,7.11777417605542,8.11777417605542,0,0
"1951",7774,0.806211868177846,11.2019448837196,1,7.03114091192886,7.03114091192886,8.03114091192886,0,0
"1841",7376,0.803983952122805,14.6494187195768,1,9.77789755846718,9.77789755846718,10.7778975584672,0,0
"1181",4824,0.800773271984846,13.1392999964237,1,8.52160024972668,8.52160024972668,9.52160024972668,0,0
"871",3643,0.798927512355591,12.9498721095075,1,8.34600910977184,8.34600910977184,9.34600910977184,0,0
"1560",6367,0.798099368478282,12.5868868777233,1,8.04558646821854,8.04558646821854,9.04558646821854,0,0
"402",1601,0.796957581488378,15.0499552964051,1,9.9941759745312,9.9941759745312,10.9941759745312,0,0
"1145",4626,0.796447579997895,12.1419574402038,1,7.67043261968777,7.67043261968777,8.67043261968777,0,0
"1616",6605,0.793752605464878,15.9878794892106,1,10.6904210004194,10.6904210004194,11.6904210004194,0,0
"1535",6255,0.79324528908012,13.2997401539333,1,8.5499562230973,8.5499562230973,9.5499562230973,0,0
"1900",7577,0.793120183124033,13.7766634707857,1,8.9265498547877,8.9265498547877,9.9265498547877,0,0
"1149",4653,0.791865247566706,13.5242727975278,1,8.709401626974,8.709401626974,9.709401626974,0,0
"743",3117,0.788222649667954,12.9249614944395,1,8.18774739600341,8.18774739600341,9.18774739600341,0,0
"1561",6374,0.786951351968222,15.8951402734868,1,10.5087021279449,10.5087021279449,11.5087021279449,0,0
"778",3252,0.785988573729183,12.8061950450686,1,8.0655229783712,8.0655229783712,9.0655229783712,0,0
"289",1098,0.785924559121298,12.5624151508488,1,7.87311058892956,7.87311058892956,8.87311058892956,0,0
"2",4,0.785844267689519,14.2669201183064,1,9.21157739255533,9.21157739255533,10.2115773925553,0,0
"1653",6714,0.784878870741336,11.5682853675669,1,7.07970275570941,7.07970275570941,8.07970275570941,0,0
"277",1046,0.783936736955956,13.5261601663509,1,8.60365386435278,8.60365386435278,9.60365386435278,0,0
"1949",7768,0.783257627619125,13.1761227302576,1,8.32029863092001,8.32029863092001,9.32029863092001,0,0
"1921",7674,0.782862992458128,11.9408507107289,1,7.34805011989702,7.34805011989702,8.34805011989702,0,0
"185",694,0.778437933178781,10.3680540529659,1,6.07088656807668,6.07088656807668,7.07088656807668,0,0
"460",1893,0.777223165650573,13.9401818654491,1,8.83463227920906,8.83463227920906,9.83463227920906,0,0
"689",2904,0.777010323037098,16.1089447171336,1,10.5168163384467,10.5168163384467,11.5168163384467,0,0
"143",522,0.774175254676678,15.1430615747657,1,9.72338355122885,9.72338355122885,10.7233835512288,0,0
"14",41,0.772588301233539,14.2738078054815,1,9.02777692457095,9.02777692457095,10.027776924571,0,0
"629",2619,0.769178970399825,15.9073217992585,1,10.2355774033724,10.2355774033724,11.2355774033724,0,0
"1287",5231,0.769016188753003,15.8871127876437,1,10.2174469262428,10.2174469262428,11.2174469262428,0,0
"99",367,0.767252448186502,16.5785659534961,1,10.7199453152413,10.7199453152413,11.7199453152413,0,0
"1947",7763,0.766548564599068,14.066690562567,1,8.78280145939501,8.78280145939501,9.78280145939501,0,0
"308",1218,0.764397307757344,15.3398262595382,1,9.72572189425641,9.72572189425641,10.7257218942564,0,0
"773",3226,0.762501084024487,14.1062485575428,1,8.75602981664524,8.75602981664524,9.75602981664524,0,0
